sample_id,genus,abundance,id
sample-161,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-164,g__Lachnospiraceae_UCG-008,5.0,g__Lachnospiraceae_UCG-008
sample-167,g__Lachnospiraceae_UCG-008,10.0,g__Lachnospiraceae_UCG-008
sample-171,g__Lachnospiraceae_UCG-008,12.0,g__Lachnospiraceae_UCG-008
sample-179,g__Lachnospiraceae_UCG-008,111.0,g__Lachnospiraceae_UCG-008
sample-180,g__Lachnospiraceae_UCG-008,86.0,g__Lachnospiraceae_UCG-008
sample-183,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-189,g__Lachnospiraceae_UCG-008,33.0,g__Lachnospiraceae_UCG-008
sample-190,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-191,g__Lachnospiraceae_UCG-008,66.0,g__Lachnospiraceae_UCG-008
sample-193,g__Lachnospiraceae_UCG-008,29.0,g__Lachnospiraceae_UCG-008
sample-194,g__Lachnospiraceae_UCG-008,33.0,g__Lachnospiraceae_UCG-008
sample-195,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-197,g__Lachnospiraceae_UCG-008,26.0,g__Lachnospiraceae_UCG-008
sample-198,g__Lachnospiraceae_UCG-008,44.0,g__Lachnospiraceae_UCG-008
sample-199,g__Lachnospiraceae_UCG-008,7.0,g__Lachnospiraceae_UCG-008
sample-201,g__Lachnospiraceae_UCG-008,15.0,g__Lachnospiraceae_UCG-008
sample-203,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-206,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-210,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-214,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-216,g__Lachnospiraceae_UCG-008,7.0,g__Lachnospiraceae_UCG-008
sample-218,g__Lachnospiraceae_UCG-008,59.0,g__Lachnospiraceae_UCG-008
sample-220,g__Lachnospiraceae_UCG-008,4.0,g__Lachnospiraceae_UCG-008
sample-223,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-224,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-226,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-228,g__Lachnospiraceae_UCG-008,3.0,g__Lachnospiraceae_UCG-008
sample-229,g__Lachnospiraceae_UCG-008,6.0,g__Lachnospiraceae_UCG-008
sample-232,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-234,g__Lachnospiraceae_UCG-008,45.0,g__Lachnospiraceae_UCG-008
sample-236,g__Lachnospiraceae_UCG-008,8.0,g__Lachnospiraceae_UCG-008
sample-238,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-240,g__Lachnospiraceae_UCG-008,5.0,g__Lachnospiraceae_UCG-008
sample-242,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-244,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-246,g__Lachnospiraceae_UCG-008,11.0,g__Lachnospiraceae_UCG-008
sample-248,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-250,g__Lachnospiraceae_UCG-008,18.0,g__Lachnospiraceae_UCG-008
sample-251,g__Lachnospiraceae_UCG-008,0.0,g__Lachnospiraceae_UCG-008
sample-124,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-126,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-127,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-128,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-129,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-130,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-131,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-132,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-134,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-137,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-138,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-139,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-140,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-141,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-142,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-143,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-144,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-145,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-146,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-147,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-148,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-149,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-212,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-215,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-222,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-225,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-231,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-233,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-235,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-237,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-239,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-241,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-243,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-245,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-247,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-249,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-32,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-152,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-154,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-156,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-159,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-162,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-163,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-168,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-172,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-173,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-174,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-176,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-178,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-181,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-184,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-186,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-200,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-202,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-205,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-208,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-211,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-217,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-219,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-221,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-227,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-230,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-252,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-133,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-135,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-155,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-157,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-160,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-165,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-169,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-175,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-185,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-187,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-196,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-204,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-207,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-209,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-213,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-253,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-125,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-136,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-158,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-166,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-170,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-177,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-182,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-188,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-192,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-150,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-151,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-153,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-161,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-164,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-167,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-171,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-179,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-180,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-183,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-189,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-190,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-191,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-193,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-194,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-195,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-197,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-198,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-199,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-201,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-203,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-206,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-210,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-214,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-216,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-218,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-220,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-223,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-224,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-226,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-228,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-229,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-232,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-234,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-236,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-238,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-240,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-242,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-244,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-246,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-248,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-250,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-251,g__Lachnospiraceae_UCG-009,0.0,g__Lachnospiraceae_UCG-009
sample-124,g__Lachnospiraceae_UCG-010,43.0,g__Lachnospiraceae_UCG-010
sample-126,g__Lachnospiraceae_UCG-010,26.0,g__Lachnospiraceae_UCG-010
sample-127,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-128,g__Lachnospiraceae_UCG-010,60.0,g__Lachnospiraceae_UCG-010
sample-129,g__Lachnospiraceae_UCG-010,63.0,g__Lachnospiraceae_UCG-010
sample-130,g__Lachnospiraceae_UCG-010,125.0,g__Lachnospiraceae_UCG-010
sample-131,g__Lachnospiraceae_UCG-010,394.0,g__Lachnospiraceae_UCG-010
sample-132,g__Lachnospiraceae_UCG-010,129.0,g__Lachnospiraceae_UCG-010
sample-134,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-137,g__Lachnospiraceae_UCG-010,48.0,g__Lachnospiraceae_UCG-010
sample-138,g__Lachnospiraceae_UCG-010,49.0,g__Lachnospiraceae_UCG-010
sample-139,g__Lachnospiraceae_UCG-010,12.0,g__Lachnospiraceae_UCG-010
sample-140,g__Lachnospiraceae_UCG-010,8.0,g__Lachnospiraceae_UCG-010
sample-141,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-142,g__Lachnospiraceae_UCG-010,73.0,g__Lachnospiraceae_UCG-010
sample-143,g__Lachnospiraceae_UCG-010,2.0,g__Lachnospiraceae_UCG-010
sample-144,g__Lachnospiraceae_UCG-010,1.0,g__Lachnospiraceae_UCG-010
sample-145,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-146,g__Lachnospiraceae_UCG-010,30.0,g__Lachnospiraceae_UCG-010
sample-147,g__Lachnospiraceae_UCG-010,21.0,g__Lachnospiraceae_UCG-010
sample-148,g__Lachnospiraceae_UCG-010,3.0,g__Lachnospiraceae_UCG-010
sample-149,g__Lachnospiraceae_UCG-010,15.0,g__Lachnospiraceae_UCG-010
sample-212,g__Lachnospiraceae_UCG-010,92.0,g__Lachnospiraceae_UCG-010
sample-215,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-222,g__Lachnospiraceae_UCG-010,48.0,g__Lachnospiraceae_UCG-010
sample-225,g__Lachnospiraceae_UCG-010,10.0,g__Lachnospiraceae_UCG-010
sample-231,g__Lachnospiraceae_UCG-010,29.0,g__Lachnospiraceae_UCG-010
sample-233,g__Lachnospiraceae_UCG-010,14.0,g__Lachnospiraceae_UCG-010
sample-235,g__Lachnospiraceae_UCG-010,274.0,g__Lachnospiraceae_UCG-010
sample-237,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-239,g__Lachnospiraceae_UCG-010,37.0,g__Lachnospiraceae_UCG-010
sample-241,g__Lachnospiraceae_UCG-010,15.0,g__Lachnospiraceae_UCG-010
sample-243,g__Lachnospiraceae_UCG-010,5.0,g__Lachnospiraceae_UCG-010
sample-245,g__Lachnospiraceae_UCG-010,3.0,g__Lachnospiraceae_UCG-010
sample-247,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-249,g__Lachnospiraceae_UCG-010,64.0,g__Lachnospiraceae_UCG-010
sample-32,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-152,g__Lachnospiraceae_UCG-010,69.0,g__Lachnospiraceae_UCG-010
sample-154,g__Lachnospiraceae_UCG-010,327.0,g__Lachnospiraceae_UCG-010
sample-156,g__Lachnospiraceae_UCG-010,43.0,g__Lachnospiraceae_UCG-010
sample-159,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-162,g__Lachnospiraceae_UCG-010,3.0,g__Lachnospiraceae_UCG-010
sample-163,g__Lachnospiraceae_UCG-010,19.0,g__Lachnospiraceae_UCG-010
sample-168,g__Lachnospiraceae_UCG-010,62.0,g__Lachnospiraceae_UCG-010
sample-172,g__Lachnospiraceae_UCG-010,227.0,g__Lachnospiraceae_UCG-010
sample-173,g__Lachnospiraceae_UCG-010,149.0,g__Lachnospiraceae_UCG-010
sample-174,g__Lachnospiraceae_UCG-010,10.0,g__Lachnospiraceae_UCG-010
sample-176,g__Lachnospiraceae_UCG-010,95.0,g__Lachnospiraceae_UCG-010
sample-178,g__Lachnospiraceae_UCG-010,19.0,g__Lachnospiraceae_UCG-010
sample-181,g__Lachnospiraceae_UCG-010,76.0,g__Lachnospiraceae_UCG-010
sample-184,g__Lachnospiraceae_UCG-010,18.0,g__Lachnospiraceae_UCG-010
sample-186,g__Lachnospiraceae_UCG-010,57.0,g__Lachnospiraceae_UCG-010
sample-200,g__Lachnospiraceae_UCG-010,88.0,g__Lachnospiraceae_UCG-010
sample-202,g__Lachnospiraceae_UCG-010,31.0,g__Lachnospiraceae_UCG-010
sample-205,g__Lachnospiraceae_UCG-010,22.0,g__Lachnospiraceae_UCG-010
sample-208,g__Lachnospiraceae_UCG-010,85.0,g__Lachnospiraceae_UCG-010
sample-211,g__Lachnospiraceae_UCG-010,121.0,g__Lachnospiraceae_UCG-010
sample-217,g__Lachnospiraceae_UCG-010,132.0,g__Lachnospiraceae_UCG-010
sample-219,g__Lachnospiraceae_UCG-010,1.0,g__Lachnospiraceae_UCG-010
sample-221,g__Lachnospiraceae_UCG-010,45.0,g__Lachnospiraceae_UCG-010
sample-227,g__Lachnospiraceae_UCG-010,187.0,g__Lachnospiraceae_UCG-010
sample-230,g__Lachnospiraceae_UCG-010,27.0,g__Lachnospiraceae_UCG-010
sample-252,g__Lachnospiraceae_UCG-010,31.0,g__Lachnospiraceae_UCG-010
sample-133,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-135,g__Lachnospiraceae_UCG-010,31.0,g__Lachnospiraceae_UCG-010
sample-155,g__Lachnospiraceae_UCG-010,41.0,g__Lachnospiraceae_UCG-010
sample-157,g__Lachnospiraceae_UCG-010,2.0,g__Lachnospiraceae_UCG-010
sample-160,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-165,g__Lachnospiraceae_UCG-010,4.0,g__Lachnospiraceae_UCG-010
sample-169,g__Lachnospiraceae_UCG-010,29.0,g__Lachnospiraceae_UCG-010
sample-175,g__Lachnospiraceae_UCG-010,45.0,g__Lachnospiraceae_UCG-010
sample-185,g__Lachnospiraceae_UCG-010,97.0,g__Lachnospiraceae_UCG-010
sample-187,g__Lachnospiraceae_UCG-010,3.0,g__Lachnospiraceae_UCG-010
sample-196,g__Lachnospiraceae_UCG-010,74.0,g__Lachnospiraceae_UCG-010
sample-204,g__Lachnospiraceae_UCG-010,15.0,g__Lachnospiraceae_UCG-010
sample-207,g__Lachnospiraceae_UCG-010,45.0,g__Lachnospiraceae_UCG-010
sample-209,g__Lachnospiraceae_UCG-010,16.0,g__Lachnospiraceae_UCG-010
sample-213,g__Lachnospiraceae_UCG-010,99.0,g__Lachnospiraceae_UCG-010
sample-253,g__Lachnospiraceae_UCG-010,53.0,g__Lachnospiraceae_UCG-010
sample-125,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-136,g__Lachnospiraceae_UCG-010,1.0,g__Lachnospiraceae_UCG-010
sample-158,g__Lachnospiraceae_UCG-010,3.0,g__Lachnospiraceae_UCG-010
sample-166,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-170,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-177,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-182,g__Lachnospiraceae_UCG-010,1.0,g__Lachnospiraceae_UCG-010
sample-188,g__Lachnospiraceae_UCG-010,9.0,g__Lachnospiraceae_UCG-010
sample-192,g__Lachnospiraceae_UCG-010,1.0,g__Lachnospiraceae_UCG-010
sample-150,g__Lachnospiraceae_UCG-010,16.0,g__Lachnospiraceae_UCG-010
sample-151,g__Lachnospiraceae_UCG-010,110.0,g__Lachnospiraceae_UCG-010
sample-153,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-161,g__Lachnospiraceae_UCG-010,84.0,g__Lachnospiraceae_UCG-010
sample-164,g__Lachnospiraceae_UCG-010,56.0,g__Lachnospiraceae_UCG-010
sample-167,g__Lachnospiraceae_UCG-010,38.0,g__Lachnospiraceae_UCG-010
sample-171,g__Lachnospiraceae_UCG-010,8.0,g__Lachnospiraceae_UCG-010
sample-179,g__Lachnospiraceae_UCG-010,21.0,g__Lachnospiraceae_UCG-010
sample-180,g__Lachnospiraceae_UCG-010,83.0,g__Lachnospiraceae_UCG-010
sample-183,g__Lachnospiraceae_UCG-010,21.0,g__Lachnospiraceae_UCG-010
sample-189,g__Lachnospiraceae_UCG-010,67.0,g__Lachnospiraceae_UCG-010
sample-190,g__Lachnospiraceae_UCG-010,127.0,g__Lachnospiraceae_UCG-010
sample-191,g__Lachnospiraceae_UCG-010,35.0,g__Lachnospiraceae_UCG-010
sample-193,g__Lachnospiraceae_UCG-010,86.0,g__Lachnospiraceae_UCG-010
sample-194,g__Lachnospiraceae_UCG-010,74.0,g__Lachnospiraceae_UCG-010
sample-195,g__Lachnospiraceae_UCG-010,58.0,g__Lachnospiraceae_UCG-010
sample-197,g__Lachnospiraceae_UCG-010,46.0,g__Lachnospiraceae_UCG-010
sample-198,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-199,g__Lachnospiraceae_UCG-010,15.0,g__Lachnospiraceae_UCG-010
sample-201,g__Lachnospiraceae_UCG-010,19.0,g__Lachnospiraceae_UCG-010
sample-203,g__Lachnospiraceae_UCG-010,20.0,g__Lachnospiraceae_UCG-010
sample-206,g__Lachnospiraceae_UCG-010,128.0,g__Lachnospiraceae_UCG-010
sample-210,g__Lachnospiraceae_UCG-010,37.0,g__Lachnospiraceae_UCG-010
sample-214,g__Lachnospiraceae_UCG-010,12.0,g__Lachnospiraceae_UCG-010
sample-216,g__Lachnospiraceae_UCG-010,55.0,g__Lachnospiraceae_UCG-010
sample-218,g__Lachnospiraceae_UCG-010,37.0,g__Lachnospiraceae_UCG-010
sample-220,g__Lachnospiraceae_UCG-010,65.0,g__Lachnospiraceae_UCG-010
sample-223,g__Lachnospiraceae_UCG-010,3.0,g__Lachnospiraceae_UCG-010
sample-224,g__Lachnospiraceae_UCG-010,58.0,g__Lachnospiraceae_UCG-010
sample-226,g__Lachnospiraceae_UCG-010,23.0,g__Lachnospiraceae_UCG-010
sample-228,g__Lachnospiraceae_UCG-010,118.0,g__Lachnospiraceae_UCG-010
sample-229,g__Lachnospiraceae_UCG-010,45.0,g__Lachnospiraceae_UCG-010
sample-232,g__Lachnospiraceae_UCG-010,77.0,g__Lachnospiraceae_UCG-010
sample-234,g__Lachnospiraceae_UCG-010,66.0,g__Lachnospiraceae_UCG-010
sample-236,g__Lachnospiraceae_UCG-010,45.0,g__Lachnospiraceae_UCG-010
sample-238,g__Lachnospiraceae_UCG-010,344.0,g__Lachnospiraceae_UCG-010
sample-240,g__Lachnospiraceae_UCG-010,15.0,g__Lachnospiraceae_UCG-010
sample-242,g__Lachnospiraceae_UCG-010,8.0,g__Lachnospiraceae_UCG-010
sample-244,g__Lachnospiraceae_UCG-010,0.0,g__Lachnospiraceae_UCG-010
sample-246,g__Lachnospiraceae_UCG-010,26.0,g__Lachnospiraceae_UCG-010
sample-248,g__Lachnospiraceae_UCG-010,7.0,g__Lachnospiraceae_UCG-010
sample-250,g__Lachnospiraceae_UCG-010,82.0,g__Lachnospiraceae_UCG-010
sample-251,g__Lachnospiraceae_UCG-010,9.0,g__Lachnospiraceae_UCG-010
sample-124,g__Lactobacillus,7085.0,g__Lactobacillus
sample-126,g__Lactobacillus,0.0,g__Lactobacillus
sample-127,g__Lactobacillus,0.0,g__Lactobacillus
sample-128,g__Lactobacillus,1080.0,g__Lactobacillus
sample-129,g__Lactobacillus,0.0,g__Lactobacillus
sample-130,g__Lactobacillus,8.0,g__Lactobacillus
sample-131,g__Lactobacillus,0.0,g__Lactobacillus
sample-132,g__Lactobacillus,17.0,g__Lactobacillus
sample-134,g__Lactobacillus,13.0,g__Lactobacillus
sample-137,g__Lactobacillus,157.0,g__Lactobacillus
sample-138,g__Lactobacillus,5.0,g__Lactobacillus
sample-139,g__Lactobacillus,2.0,g__Lactobacillus
sample-140,g__Lactobacillus,48.0,g__Lactobacillus
